instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,holiday
935,02/11/11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,21,89,110,0
936,02/11/11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84,0
937,02/11/11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74,0
938,02/11/11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,14,111,125,0
939,02/11/11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0,18,193,211,0
940,02/11/11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0,9,165,174,0
941,02/11/11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0,7,94,101,0
942,02/11/11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63,0
943,02/11/11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47,0
944,02/11/11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43,0
945,02/11/11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0,5,48,53,0
946,02/12/11,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3,27,30,0
947,02/12/11,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0,2,22,24,0
948,02/12/11,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0,2,13,15,0
949,02/12/11,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,3,7,10,0
950,02/12/11,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4,0
951,02/12/11,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1,1,0
952,02/12/11,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,1,1,2,0
953,02/12/11,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,0
954,02/12/11,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30,0
955,02/12/11,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43,0
956,02/12/11,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84,0
957,02/12/11,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114,0
958,02/12/11,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120,0
959,02/12/11,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135,0
960,02/12/11,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120,0
961,02/12/11,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,0
962,02/12/11,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145,0
963,02/12/11,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137,0
964,02/12/11,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64,0
965,02/12/11,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41,0
966,02/12/11,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40,0
967,02/12/11,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,9,42,51,0
968,02/12/11,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,0
969,02/12/11,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,0
970,02/13/11,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,0
971,02/13/11,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,0
972,02/13/11,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,0
973,02/13/11,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,0
974,02/13/11,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,0
975,02/13/11,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,0
976,02/13/11,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0,0,3,3,0
977,02/13/11,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12,0
978,02/13/11,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,0
979,02/13/11,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,0
980,02/13/11,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,0
981,02/13/11,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,0
982,02/13/11,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,0
983,02/13/11,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,0
984,02/13/11,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,0
985,02/13/11,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,0
986,02/13/11,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,0
987,02/13/11,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,0
988,02/13/11,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,0
989,02/13/11,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,0
990,02/13/11,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,0
991,02/13/11,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,0
992,02/13/11,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,0
993,02/14/11,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11,0
994,02/14/11,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7,0
995,02/14/11,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2,0
996,02/14/11,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,0
997,02/14/11,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,0
998,02/14/11,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,0
999,02/14/11,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,0
1000,02/14/11,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,0
1001,02/14/11,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,0
1002,02/14/11,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,0
1003,02/14/11,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,0
1004,02/14/11,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,0
1005,02/14/11,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,0
1006,02/14/11,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,0
1007,02/14/11,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,0
1008,02/14/11,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,0
1009,02/14/11,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,0
1010,02/14/11,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,0
1011,02/14/11,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,0
1012,02/14/11,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,0
1013,02/14/11,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,0
1014,02/14/11,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,0
1015,02/14/11,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,0
1016,02/14/11,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,0
1017,02/15/11,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,0
1018,02/15/11,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,0
1019,02/15/11,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,0
1020,02/15/11,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,0
1021,02/15/11,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,0
1022,02/15/11,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,0
1023,02/15/11,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,0
1024,02/15/11,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,0
1025,02/15/11,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,0
1026,02/15/11,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,0
1027,02/15/11,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,0
1028,02/15/11,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,0
1029,02/15/11,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,0
1030,02/15/11,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,0
1031,02/15/11,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,0
1032,02/15/11,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,0
1033,02/15/11,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,0
1034,02/15/11,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,0
1035,02/15/11,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,0
1036,02/15/11,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,0
1037,02/15/11,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,5,61,66,0
1038,02/15/11,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,0,41,41,0
1039,02/15/11,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,0
1040,02/16/11,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,0
1041,02/16/11,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,0
1042,02/16/11,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,0
1043,02/16/11,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,0
1044,02/16/11,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,0
1045,02/16/11,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,0
1046,02/16/11,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,0
1047,02/16/11,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,0
1048,02/16/11,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,0
1049,02/16/11,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,0
1050,02/16/11,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,0
1051,02/16/11,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,0
1052,02/16/11,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,0
1053,02/16/11,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,0
1054,02/16/11,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,0
1055,02/16/11,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,0
1056,02/16/11,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,0
1057,02/16/11,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,0
1058,02/16/11,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,0
1059,02/16/11,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,0
1060,02/16/11,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,0
1061,02/16/11,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,0
1062,02/16/11,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,0
1063,02/17/11,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,0
1064,02/17/11,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,0
1065,02/17/11,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,0
1066,02/17/11,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,0
1067,02/17/11,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,0
1068,02/17/11,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,0
1069,02/17/11,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,0
1070,02/17/11,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,0
1071,02/17/11,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,0
1072,02/17/11,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,0
1073,02/17/11,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,0
1074,02/17/11,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,0
1075,02/17/11,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,0
1076,02/17/11,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,0
1077,02/17/11,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,0
1078,02/17/11,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,0
1079,02/17/11,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,0
1080,02/17/11,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,0
1081,02/17/11,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,0
1082,02/17/11,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,0
1083,02/17/11,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,0
1084,02/17/11,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,0
1085,02/17/11,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,0
1086,02/17/11,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,0
1087,02/18/11,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,0
1088,02/18/11,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,0
1089,02/18/11,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,0
1090,02/18/11,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,0
1091,02/18/11,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,0
1092,02/18/11,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,0
1093,02/18/11,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,0
1094,02/18/11,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,0
1095,02/18/11,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,0
1096,02/18/11,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,0
1097,02/18/11,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,0
1098,02/18/11,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,0
1099,02/18/11,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,0
1100,02/18/11,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,0
1101,02/18/11,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,0
1102,02/18/11,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,0
1103,02/18/11,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,0
1104,02/18/11,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,0
1105,02/18/11,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,0
1106,02/18/11,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,0
1107,02/18/11,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,0
1108,02/18/11,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,0
1109,02/18/11,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,0
1110,02/18/11,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,0
1111,02/19/11,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,0
1112,02/19/11,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,0
1113,02/19/11,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,0
1114,02/19/11,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,0
1115,02/19/11,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,0
1116,02/19/11,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,0
1117,02/19/11,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,0
1118,02/19/11,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,0
1119,02/19/11,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,0
1120,02/19/11,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,0
1121,02/19/11,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,0
1122,02/19/11,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,0
1123,02/19/11,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,0
1124,02/19/11,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,0
1125,02/19/11,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,0
1126,02/19/11,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,0
1127,02/19/11,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,0
1128,02/19/11,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,0
1129,02/19/11,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,0
1130,02/19/11,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,0
1131,02/19/11,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,0
1132,02/19/11,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,0
1133,02/19/11,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,0
1134,02/19/11,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,0
1135,02/20/11,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,0
1136,02/20/11,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,0
1137,02/20/11,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,0
1138,02/20/11,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,0
1139,02/20/11,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,0
1140,02/20/11,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,0
1141,02/20/11,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,0
1142,02/20/11,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,0
1143,02/20/11,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,0
1144,02/20/11,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,0
1145,02/20/11,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,0
1146,02/20/11,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,0
1147,02/20/11,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0,76,122,198,0
1148,02/20/11,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,0
1149,02/20/11,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,0
1150,02/20/11,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,0
1151,02/20/11,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,0
1152,02/20/11,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,0
1153,02/20/11,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,0
1154,02/20/11,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,12,30,42,0
1155,02/20/11,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,17,39,56,0
1156,02/20/11,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,0
1157,02/20/11,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,0
1158,02/21/11,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,0
1159,02/21/11,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,0
1160,02/21/11,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,0
1161,02/21/11,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,0
1162,02/21/11,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,0
1163,02/21/11,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0,1,2,3,0
1164,02/21/11,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,0
1165,02/21/11,1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,0
1166,02/21/11,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,0
1167,02/21/11,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,0
1168,02/21/11,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,0
1169,02/21/11,1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,0
1170,02/21/11,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,0
1171,02/21/11,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,0
1172,02/21/11,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,0
1173,02/21/11,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,0
1174,02/21/11,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,0
1175,02/21/11,1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,0
1176,02/21/11,1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,0
1177,02/21/11,1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,0
1178,02/21/11,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,0
1179,02/21/11,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,0
1180,02/21/11,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,0
1181,02/21/11,1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,0
1182,02/22/11,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,0
1183,02/22/11,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,0
1184,02/22/11,1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,0
1185,02/22/11,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,0
1186,02/22/11,1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0,0,44,44,0
1187,02/22/11,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0,7,43,50,0
1188,02/22/11,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,0
1189,02/22/11,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,0
1190,02/22/11,1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,0
1191,02/22/11,1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,0
1192,02/22/11,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,0
1193,02/22/11,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,0
1194,02/22/11,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,0
1195,02/22/11,1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,0
1196,02/22/11,1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,0
1197,02/22/11,1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,0
1198,02/22/11,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,0
1199,02/22/11,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,0
1200,02/23/11,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,0
1201,02/23/11,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,0
1202,02/23/11,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,0
1203,02/23/11,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,0
1204,02/23/11,1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,0
1205,02/23/11,1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,0
1206,02/23/11,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,0
1207,02/23/11,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,0
1208,02/23/11,1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,0
1209,02/23/11,1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0,4,47,51,0
1210,02/23/11,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,0
